bedrooms,bathrooms,square_footage,lot_size_acres,year_built,garage_spaces,property_type,neighborhood_quality,school_rating,crime_rate_index,distance_to_downtown_miles,has_pool,has_renovation,tax_assessed_value,days_on_market,listing_description,price
3,3,1934,0.14,1938,0,2,5,8.2,4.11,10.5,0,0,235145,5,"The property includes convenient location near shops and restaurants and sits on a well-maintained lot. Featuring convenient location near shops and restaurants, this well-maintained home is perfect for families. This updated home features family-friendly neighborhood with good schools. A well-maintained residence offering fresh interior paint and new carpet. Welcome to this appealing property with convenient location near shops and restaurants. This comfortable home features open floor plan with abundant natural light. The home has three bedrooms and one bathrooms. Minutes from downtown with a straightforward commute.",275232
5,5,2711,0.48,1939,0,2,2,8.0,5.51,5.8,0,0,178936,8,"Welcome to this delightful property with large fenced backyard. Featuring separate dining room and living area, this updated home is perfect for families. The property includes ample storage and closet space and sits on an inviting lot. This attractive home features family-friendly neighborhood with good schools. Featuring ample storage and closet space, this spacious home is perfect for families. Minutes from downtown with a straightforward commute. The home has two bedrooms and two bathrooms.",253103
1,1,997,1.09,2024,0,1,5,7.0,0.1,0.8,0,1,240877,57,Don't miss this delightful opportunity with fresh interior paint and new carpet. Welcome to this attractive property with large fenced backyard. The property includes separate dining room and living area and sits on an appealing lot. This move-in ready home features ample storage and closet space. The home has five bedrooms and two and a half bathrooms. The property sits on a level lot in an established neighborhood.,306448
3,3,1849,0.33,1974,2,1,4,9.2,0.1,5.2,0,1,251416,16,"Featuring separate dining room and living area, this appealing home is perfect for families. Welcome to this appealing property with separate dining room and living area. Don't miss this updated opportunity with large fenced backyard. Featuring quiet tree-lined street, this updated home is perfect for families. Welcome to this move-in ready property with large fenced backyard. This spacious home features ample storage and closet space. The property sits on a well-landscaped lot in an established neighborhood. The home has four bedrooms and two bathrooms.",269153
3,3,2426,0.13,1992,2,2,5,9.6,2.87,0.5,0,0,247269,92,"This spacious home features large fenced backyard. Featuring large fenced backyard, this charming home is perfect for families. A well-maintained residence offering separate dining room and living area. Don't miss this well-maintained opportunity with large fenced backyard. The property includes family-friendly neighborhood with good schools and sits on a comfortable lot. A charming residence offering convenient location near shops and restaurants. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute.",304650
2,3,1653,0.2,1931,1,1,4,9.2,1.31,24.0,0,0,186815,12,"Welcome to this delightful property with separate dining room and living area. The property includes new roof installed within the last five years and sits on an attractive lot. Featuring convenient location near shops and restaurants, this delightful home is perfect for families. A comfortable residence offering separate dining room and living area. Featuring open floor plan with abundant natural light, this spacious home is perfect for families. Close to parks, shopping, and public transportation options. The home has two bedrooms and two and a half bathrooms.",237722
3,2,1493,0.64,1962,3,3,4,8.9,0.21,7.0,1,0,319023,42,"The home showcases waterfront location with private dock alongside panoramic views of the surrounding landscape. This sophisticated property offers chef's kitchen with professional-grade appliances. Enjoy expansive master suite with walk-in closet in this exquisite estate. Welcome to this stunning home featuring spa-inspired master bathroom. The home showcases waterfront location with private dock alongside private wine cellar. Rarely available, this elegant residence boasts waterfront location with private dock. Enjoy gourmet kitchen with marble countertops in this breathtaking estate. The property sits on a well-landscaped lot in an established neighborhood. The home has four bedrooms and two bathrooms.",362609
3,3,1650,0.19,1954,2,2,1,6.5,5.67,5.2,0,0,69222,19,"Don't overlook this solid opportunity featuring large lot with future development potential. The home needs work but provides solid bones and a good structural foundation. This convenient property offers a true handyman special. Attention investors: practical property with sold strictly as-is condition. This well-located property offers price reduced for a quick sale. Attention investors: solid property with cosmetic updates needed throughout. A convenient home with great location despite needing some TLC. Don't overlook this affordable opportunity featuring large lot with future development potential. Close to parks, shopping, and public transportation options. Located in the north side area with easy access to major highways.",83359
5,5,2175,0.46,2020,1,1,4,8.4,2.5,3.6,0,0,636158,39,Welcome to this elegant home featuring state-of-the-art smart home system. Enjoy chef's kitchen with professional-grade appliances in this exquisite estate. Welcome to this exceptional home featuring private wine cellar. Every detail reflects impeccable craftsmanship and design. Enjoy custom-built cabinetry and designer finishes in this exceptional estate. Welcome to this stunning home featuring panoramic views of the surrounding landscape. Every detail reflects stunning craftsmanship and design. Enjoy spa-inspired master bathroom in this exceptional estate. Welcome to this magnificent home featuring custom-built cabinetry and designer finishes. The property sits on a private lot in an established neighborhood. Located in the central area with easy access to major highways.,673986
6,6,2695,0.29,1979,2,2,5,8.7,4.28,9.5,0,0,369711,75,"Welcome to this prestigious home featuring waterfront location with private dock. Rarely available, this elegant residence boasts grand foyer with soaring ceilings. Enjoy chef's kitchen with professional-grade appliances in this stunning estate. Every detail reflects prestigious craftsmanship and design. Welcome to this sophisticated home featuring gleaming hardwood floors throughout. This impeccable property offers resort-style pool and outdoor entertaining area. The home has three bedrooms and two bathrooms. The property sits on a corner lot in an established neighborhood.",464447
4,5,2786,0.12,1920,1,3,5,10.0,1.58,0.6,0,0,374017,1,Every detail reflects prestigious craftsmanship and design. This magnificent property offers custom-built cabinetry and designer finishes. Enjoy custom-built cabinetry and designer finishes in this magnificent estate. Welcome to this exquisite home featuring resort-style pool and outdoor entertaining area. The home showcases chef's kitchen with professional-grade appliances alongside waterfront location with private dock. Welcome to this magnificent home featuring gourmet kitchen with marble countertops. Every detail reflects stunning craftsmanship and design. Enjoy gourmet kitchen with marble countertops in this exceptional estate. Every detail reflects impeccable craftsmanship and design. Located in the suburban area with easy access to major highways. Minutes from downtown with a straightforward commute.,463011
1,1,1298,0.34,1997,3,1,2,5.4,3.46,12.7,0,0,100155,1,Don't overlook this affordable opportunity featuring large lot with future development potential. This compact property offers motivated seller offering below market value. Don't overlook this practical opportunity featuring a true handyman special. Attention investors: well-located property with solid bones and a good structural foundation. The home needs work but provides ideal for investors or first-time homebuyers. Located in the east district area with easy access to major highways.,130550
4,4,2442,0.11,2009,1,0,1,6.0,6.92,1.1,0,0,309434,81,"Enjoy resort-style pool and outdoor entertaining area in this luxurious estate. Every detail reflects sophisticated craftsmanship and design. Welcome to this exceptional home featuring grand foyer with soaring ceilings. Rarely available, this exceptional residence boasts waterfront location with private dock. The home showcases panoramic views of the surrounding landscape alongside spa-inspired master bathroom. Rarely available, this prestigious residence boasts waterfront location with private dock. Located in the suburban area with easy access to major highways. Close to parks, shopping, and public transportation options.",384221
3,3,1416,0.11,1939,2,2,1,4.7,6.67,2.9,1,1,72916,50,"Priced to sell, this convenient home has large lot with future development potential. The home needs work but provides solid bones and a good structural foundation. Don't overlook this cozy opportunity featuring sold strictly as-is condition. A functional home with tremendous potential for the right buyer. This functional property offers motivated seller offering below market value. Priced to sell, this affordable home has sold strictly as-is condition. Don't overlook this economical opportunity featuring great location despite needing some TLC. The home needs work but provides motivated seller offering below market value. The home has four bedrooms and two bathrooms. Located in the central area with easy access to major highways.",80000
4,4,2412,0.68,2001,2,0,4,7.2,4.14,32.6,0,0,226629,30,"Welcome to this well-maintained property with new roof installed within the last five years. Don't miss this move-in ready opportunity with separate dining room and living area. The property includes ample storage and closet space and sits on an appealing lot. Featuring separate dining room and living area, this attractive home is perfect for families. Welcome to this appealing property with separate dining room and living area. Don't miss this comfortable opportunity with open floor plan with abundant natural light. Welcome to this appealing property with separate dining room and living area. Located in the suburban area with easy access to major highways. Close to parks, shopping, and public transportation options.",253866
4,4,2270,0.51,1957,3,0,3,6.2,6.57,8.4,0,1,489294,84,"Enjoy custom-built cabinetry and designer finishes in this luxurious estate. The home showcases chef's kitchen with professional-grade appliances alongside private wine cellar. Rarely available, this breathtaking residence boasts gourmet kitchen with marble countertops. Welcome to this exceptional home featuring chef's kitchen with professional-grade appliances. This elegant property offers panoramic views of the surrounding landscape. Every detail reflects exceptional craftsmanship and design. The home showcases gleaming hardwood floors throughout alongside gleaming hardwood floors throughout. Rarely available, this stunning residence boasts spa-inspired master bathroom. The property sits on a private lot in an established neighborhood.",524437
2,2,2043,0.19,1995,1,3,2,4.7,3.42,0.5,0,0,118060,34,"Priced to sell, this practical home has solid bones and a good structural foundation. Attention investors: practical property with a true handyman special. This economical property offers large lot with future development potential. Attention investors: economical property with cosmetic updates needed throughout. This compact property offers large lot with future development potential. Don't overlook this well-located opportunity featuring large lot with future development potential. The home needs work but provides sold strictly as-is condition. Close to parks, shopping, and public transportation options. The property sits on a generous lot in an established neighborhood.",126514
3,3,951,0.05,2024,2,1,2,6.2,3.13,15.0,0,0,125931,48,"Attention investors: convenient property with ideal for investors or first-time homebuyers. Don't overlook this solid opportunity featuring ideal for investors or first-time homebuyers. This practical property offers tremendous potential for the right buyer. Priced to sell, this well-located home has a true handyman special. A functional home with a true handyman special. The home needs work but provides great location despite needing some TLC. An economical home with solid bones and a good structural foundation. The home needs work but provides tremendous potential for the right buyer. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",173946
4,5,2042,0.38,1941,2,2,1,9.1,5.35,6.0,0,1,187441,142,"Attention investors: solid property with great location despite needing some TLC. A cozy home with sold strictly as-is condition. Priced to sell, this well-located home has motivated seller offering below market value. The home needs work but provides ideal for investors or first-time homebuyers. Don't overlook this solid opportunity featuring motivated seller offering below market value.",217490
4,4,1775,0.19,1933,1,3,3,6.1,3.32,8.6,1,0,155204,4,"Welcome to this attractive property with fresh interior paint and new carpet. Featuring new roof installed within the last five years, this delightful home is perfect for families. Don't miss this charming opportunity with large fenced backyard. Featuring open floor plan with abundant natural light, this inviting home is perfect for families. Welcome to this well-maintained property with ample storage and closet space. Minutes from downtown with a straightforward commute. Located in the south end area with easy access to major highways.",216973
3,4,1385,0.14,1980,1,1,3,6.9,5.05,7.7,0,1,118239,68,"Don't overlook this modest opportunity featuring large lot with future development potential. The home needs work but provides sold strictly as-is condition. Don't overlook this cozy opportunity featuring ideal for investors or first-time homebuyers. The home needs work but provides cosmetic updates needed throughout. Priced to sell, this affordable home has a true handyman special. This practical property offers motivated seller offering below market value. Don't overlook this economical opportunity featuring motivated seller offering below market value. Priced to sell, this modest home has price reduced for a quick sale. Minutes from downtown with a straightforward commute. Located in the central area with easy access to major highways.",154800
3,4,1388,0.3,1979,1,0,3,9.7,3.9,7.0,0,1,158925,139,"This inviting home features separate dining room and living area. The property includes family-friendly neighborhood with good schools and sits on a delightful lot. Featuring new roof installed within the last five years, this delightful home is perfect for families. Don't miss this appealing opportunity with convenient location near shops and restaurants. Minutes from downtown with a straightforward commute. Located in the north side area with easy access to major highways.",180613
4,4,1742,0.18,2015,0,0,1,4.2,7.15,17.8,0,0,164044,29,"Don't miss this spacious opportunity with separate dining room and living area. The property includes open floor plan with abundant natural light and sits on a delightful lot. This appealing home features new roof installed within the last five years. Featuring large fenced backyard, this charming home is perfect for families. This spacious home features recently updated kitchen and bathrooms. Featuring convenient location near shops and restaurants, this attractive home is perfect for families. Welcome to this move-in ready property with open floor plan with abundant natural light. The property sits on a generous lot in an established neighborhood. Located in the south end area with easy access to major highways.",191621
3,4,1374,0.1,1975,3,0,1,4.6,6.25,10.1,0,0,90581,33,"Priced to sell, this solid home has great location despite needing some TLC. Don't overlook this modest opportunity featuring large lot with future development potential. The home needs work but provides motivated seller offering below market value. Don't overlook this convenient opportunity featuring price reduced for a quick sale. This economical property offers sold strictly as-is condition. Priced to sell, this modest home has great location despite needing some TLC. Minutes from downtown with a straightforward commute. The home has four bedrooms and three bathrooms.",114323
3,3,1466,0.44,1991,1,0,4,8.5,2.54,17.5,1,0,167659,19,A well-located home with motivated seller offering below market value. Attention investors: practical property with sold strictly as-is condition. This solid property offers cosmetic updates needed throughout. Don't overlook this solid opportunity featuring great location despite needing some TLC. An affordable home with sold strictly as-is condition. Don't overlook this practical opportunity featuring a true handyman special. This well-located property offers great location despite needing some TLC.,222395
4,4,1910,0.4,1952,2,1,5,8.6,0.29,5.9,0,1,446714,48,"This exceptional property offers gourmet kitchen with marble countertops. Rarely available, this luxurious residence boasts private wine cellar. Welcome to this elegant home featuring custom-built cabinetry and designer finishes. Rarely available, this elegant residence boasts gleaming hardwood floors throughout. This luxurious property offers state-of-the-art smart home system. Welcome to this prestigious home featuring gourmet kitchen with marble countertops. Close to parks, shopping, and public transportation options. Located in the north side area with easy access to major highways.",614932
6,6,3517,0.48,2023,0,3,4,8.9,2.64,19.9,0,0,815113,53,"Welcome to this sophisticated home featuring gourmet kitchen with marble countertops. This magnificent property offers chef's kitchen with professional-grade appliances. Welcome to this exceptional home featuring gleaming hardwood floors throughout. Enjoy gleaming hardwood floors throughout in this prestigious estate. This prestigious property offers resort-style pool and outdoor entertaining area. Rarely available, this breathtaking residence boasts waterfront location with private dock. Close to parks, shopping, and public transportation options. The home has five bedrooms and two and a half bathrooms.",961348
3,2,1362,0.18,1967,3,3,5,9.0,0.1,8.2,0,1,315639,41,"Rarely available, this exquisite residence boasts resort-style pool and outdoor entertaining area. This stunning property offers expansive master suite with walk-in closet. Welcome to this exquisite home featuring resort-style pool and outdoor entertaining area. Rarely available, this magnificent residence boasts private wine cellar. This sophisticated property offers grand foyer with soaring ceilings. Welcome to this sophisticated home featuring state-of-the-art smart home system. Enjoy expansive master suite with walk-in closet in this elegant estate. Rarely available, this impeccable residence boasts gourmet kitchen with marble countertops. Minutes from downtown with a straightforward commute. Located in the central area with easy access to major highways. Minutes from downtown with a straightforward commute.",400697
4,5,1658,0.26,1943,3,0,2,7.3,4.35,14.7,0,1,204926,4,"Featuring separate dining room and living area, this move-in ready home is perfect for families. Welcome to this comfortable property with large fenced backyard. Don't miss this attractive opportunity with large fenced backyard. Welcome to this move-in ready property with large fenced backyard. Don't miss this charming opportunity with family-friendly neighborhood with good schools. Close to parks, shopping, and public transportation options. The property sits on a standard-sized lot in an established neighborhood.",274349
2,3,1418,0.46,1955,2,3,2,9.4,4.83,9.9,1,0,131572,17,"The home needs work but provides sold strictly as-is condition. Priced to sell, this solid home has tremendous potential for the right buyer. Don't overlook this economical opportunity featuring solid bones and a good structural foundation. Attention investors: economical property with solid bones and a good structural foundation. The home needs work but provides cosmetic updates needed throughout. Don't overlook this convenient opportunity featuring cosmetic updates needed throughout. A practical home with a true handyman special. Priced to sell, this affordable home has tremendous potential for the right buyer. The home has three bedrooms and two bathrooms. Close to parks, shopping, and public transportation options.",146818
4,4,2178,0.27,1957,1,0,4,6.9,3.24,19.0,0,0,195514,6,"A move-in ready residence offering family-friendly neighborhood with good schools. Don't miss this appealing opportunity with new roof installed within the last five years. The property includes convenient location near shops and restaurants and sits on an appealing lot. Welcome to this updated property with recently updated kitchen and bathrooms. Don't miss this comfortable opportunity with recently updated kitchen and bathrooms. Featuring separate dining room and living area, this attractive home is perfect for families. The home has three bedrooms and three bathrooms. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",241793
3,4,1652,0.9,1979,2,2,4,5.9,1.95,6.3,0,1,623016,19,"Enjoy state-of-the-art smart home system in this magnificent estate. The home showcases custom-built cabinetry and designer finishes alongside state-of-the-art smart home system. Rarely available, this elegant residence boasts waterfront location with private dock. This luxurious property offers spa-inspired master bathroom. The home showcases waterfront location with private dock alongside gourmet kitchen with marble countertops. Every detail reflects breathtaking craftsmanship and design. Enjoy gleaming hardwood floors throughout in this elegant estate. Rarely available, this prestigious residence boasts expansive master suite with walk-in closet. Every detail reflects breathtaking craftsmanship and design. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute.",719612
4,4,2353,0.08,1969,3,0,3,7.5,3.69,7.6,0,0,188749,24,"The property includes convenient location near shops and restaurants and sits on an updated lot. Don't miss this inviting opportunity with fresh interior paint and new carpet. This spacious home features large fenced backyard. The property includes convenient location near shops and restaurants and sits on a delightful lot. A comfortable residence offering recently updated kitchen and bathrooms. Don't miss this move-in ready opportunity with separate dining room and living area. The home has five bedrooms and two bathrooms. Close to parks, shopping, and public transportation options. The home has five bedrooms and three bathrooms.",263879
2,2,1461,0.22,1935,2,3,2,6.9,5.35,0.7,0,0,63378,125,"A convenient home with tremendous potential for the right buyer. Don't overlook this well-located opportunity featuring price reduced for a quick sale. The home needs work but provides sold strictly as-is condition. A modest home with cosmetic updates needed throughout. This convenient property offers a true handyman special. A solid home with large lot with future development potential. Close to parks, shopping, and public transportation options. The home has three bedrooms and two bathrooms.",80000
5,5,1974,0.69,1987,1,1,5,10.0,0.5,19.4,1,1,590039,33,"Every detail reflects breathtaking craftsmanship and design. Enjoy state-of-the-art smart home system in this luxurious estate. The home showcases expansive master suite with walk-in closet alongside expansive master suite with walk-in closet. Enjoy state-of-the-art smart home system in this stunning estate. Welcome to this sophisticated home featuring spa-inspired master bathroom. Rarely available, this luxurious residence boasts spa-inspired master bathroom. The home has five bedrooms and three bathrooms. The property sits on a level lot in an established neighborhood.",650002
2,2,1654,0.59,1998,1,0,1,7.5,5.33,2.8,0,0,109798,28,"This convenient property offers cosmetic updates needed throughout. Don't overlook this affordable opportunity featuring sold strictly as-is condition. A functional home with motivated seller offering below market value. Priced to sell, this affordable home has sold strictly as-is condition. Attention investors: modest property with cosmetic updates needed throughout. Priced to sell, this convenient home has tremendous potential for the right buyer. Located in the central area with easy access to major highways. The property sits on a generous lot in an established neighborhood.",124754
6,5,2506,0.54,1927,0,1,4,8.9,1.85,2.4,0,0,275604,59,"Welcome to this elegant home featuring chef's kitchen with professional-grade appliances. Enjoy gourmet kitchen with marble countertops in this impeccable estate. Rarely available, this elegant residence boasts waterfront location with private dock. This elegant property offers gourmet kitchen with marble countertops. Enjoy gleaming hardwood floors throughout in this luxurious estate. Rarely available, this luxurious residence boasts gourmet kitchen with marble countertops. Every detail reflects breathtaking craftsmanship and design. The home showcases expansive master suite with walk-in closet alongside gourmet kitchen with marble countertops. The home has five bedrooms and one bathrooms. The property sits on a corner lot in an established neighborhood.",366443
4,5,2043,0.47,1947,1,3,1,7.0,7.18,3.1,0,0,111303,99,Don't overlook this well-located opportunity featuring a true handyman special. Attention investors: well-located property with ideal for investors or first-time homebuyers. A well-located home with motivated seller offering below market value. Attention investors: affordable property with large lot with future development potential. This compact property offers great location despite needing some TLC. Attention investors: solid property with a true handyman special. The home needs work but provides price reduced for a quick sale. Located in the south end area with easy access to major highways. The home has five bedrooms and two bathrooms.,143344
3,3,1018,0.35,2020,0,3,1,6.3,5.97,3.9,0,1,122860,46,The home needs work but provides ideal for investors or first-time homebuyers. Attention investors: convenient property with solid bones and a good structural foundation. The home needs work but provides price reduced for a quick sale. Don't overlook this modest opportunity featuring great location despite needing some TLC. The home needs work but provides tremendous potential for the right buyer. A practical home with a true handyman special. This modest property offers solid bones and a good structural foundation. Attention investors: solid property with sold strictly as-is condition. Minutes from downtown with a straightforward commute. The property sits on a well-landscaped lot in an established neighborhood.,151476
3,3,1653,0.6,2004,0,2,5,9.0,0.87,6.8,1,0,303130,44,"Every detail reflects prestigious craftsmanship and design. Welcome to this magnificent home featuring gleaming hardwood floors throughout. Rarely available, this exceptional residence boasts panoramic views of the surrounding landscape. Enjoy expansive master suite with walk-in closet in this impeccable estate. This stunning property offers expansive master suite with walk-in closet. Every detail reflects stunning craftsmanship and design. The home showcases custom-built cabinetry and designer finishes alongside grand foyer with soaring ceilings. This magnificent property offers gleaming hardwood floors throughout. Located in the north side area with easy access to major highways. Minutes from downtown with a straightforward commute.",378075
3,2,1319,0.24,2002,1,0,3,6.2,4.07,4.8,0,0,115592,68,"Don't overlook this practical opportunity featuring cosmetic updates needed throughout. This compact property offers a true handyman special. A cozy home with large lot with future development potential. The home needs work but provides great location despite needing some TLC. Attention investors: affordable property with price reduced for a quick sale. Priced to sell, this well-located home has price reduced for a quick sale. Don't overlook this functional opportunity featuring ideal for investors or first-time homebuyers. Priced to sell, this cozy home has large lot with future development potential. The property sits on a level lot in an established neighborhood. The home has two bedrooms and three bathrooms.",157417
3,4,1684,0.16,2023,3,0,3,5.4,3.45,1.1,0,0,273019,38,"Every detail reflects impeccable craftsmanship and design. Enjoy panoramic views of the surrounding landscape in this elegant estate. The home showcases panoramic views of the surrounding landscape alongside panoramic views of the surrounding landscape. Enjoy gleaming hardwood floors throughout in this luxurious estate. Rarely available, this exquisite residence boasts chef's kitchen with professional-grade appliances. The property sits on a private lot in an established neighborhood. Close to parks, shopping, and public transportation options.",340606
2,2,1822,0.3,1998,0,0,4,6.7,1.5,34.0,0,1,165256,12,"A well-maintained residence offering fresh interior paint and new carpet. Featuring quiet tree-lined street, this comfortable home is perfect for families. Don't miss this spacious opportunity with convenient location near shops and restaurants. This appealing home features open floor plan with abundant natural light. Featuring family-friendly neighborhood with good schools, this inviting home is perfect for families. Welcome to this comfortable property with quiet tree-lined street. This well-maintained home features separate dining room and living area. Featuring family-friendly neighborhood with good schools, this inviting home is perfect for families. The property sits on a well-landscaped lot in an established neighborhood. Minutes from downtown with a straightforward commute.",193926
2,1,1050,0.24,2004,1,3,3,7.5,5.92,0.8,0,1,61943,1,"This well-located property offers ideal for investors or first-time homebuyers. A convenient home with price reduced for a quick sale. The home needs work but provides tremendous potential for the right buyer. This functional property offers tremendous potential for the right buyer. Priced to sell, this cozy home has large lot with future development potential. Attention investors: well-located property with a true handyman special. This functional property offers sold strictly as-is condition. Don't overlook this economical opportunity featuring price reduced for a quick sale. Minutes from downtown with a straightforward commute. The home has four bedrooms and one bathrooms. Minutes from downtown with a straightforward commute.",80000
3,3,1409,0.38,2020,2,2,4,8.4,4.09,3.2,1,0,315981,5,This sophisticated property offers custom-built cabinetry and designer finishes. Every detail reflects stunning craftsmanship and design. This prestigious property offers expansive master suite with walk-in closet. The home showcases grand foyer with soaring ceilings alongside panoramic views of the surrounding landscape. This exquisite property offers state-of-the-art smart home system. Welcome to this breathtaking home featuring panoramic views of the surrounding landscape. Enjoy expansive master suite with walk-in closet in this elegant estate. Welcome to this prestigious home featuring state-of-the-art smart home system. Located in the central area with easy access to major highways. Minutes from downtown with a straightforward commute.,364743
4,3,1548,0.67,1965,1,3,2,5.1,1.71,13.6,0,1,180668,43,The property includes quiet tree-lined street and sits on a charming lot. A move-in ready residence offering large fenced backyard. This attractive home features recently updated kitchen and bathrooms. An inviting residence offering new roof installed within the last five years. The property includes convenient location near shops and restaurants and sits on an inviting lot. The property sits on a corner lot in an established neighborhood. Located in the central area with easy access to major highways.,215829
2,2,1372,0.7,1975,0,3,4,6.8,2.97,9.3,0,0,101426,24,"Don't overlook this cozy opportunity featuring cosmetic updates needed throughout. Attention investors: cozy property with ideal for investors or first-time homebuyers. Priced to sell, this practical home has tremendous potential for the right buyer. Don't overlook this practical opportunity featuring solid bones and a good structural foundation. Attention investors: compact property with solid bones and a good structural foundation. The home needs work but provides tremendous potential for the right buyer. This compact property offers ideal for investors or first-time homebuyers. Priced to sell, this practical home has tremendous potential for the right buyer. The home has two bedrooms and two and a half bathrooms. Minutes from downtown with a straightforward commute.",111866
3,3,1826,0.37,1934,2,0,1,7.3,6.39,4.2,0,0,97582,29,"Attention investors: economical property with tremendous potential for the right buyer. The home needs work but provides a true handyman special. A solid home with large lot with future development potential. Don't overlook this practical opportunity featuring large lot with future development potential. This practical property offers motivated seller offering below market value. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute. The home has five bedrooms and one bathrooms.",107318
5,5,2485,0.13,1967,1,1,1,6.2,5.85,0.5,0,1,149000,30,"This updated home features open floor plan with abundant natural light. Featuring large fenced backyard, this delightful home is perfect for families. Welcome to this charming property with new roof installed within the last five years. Don't miss this comfortable opportunity with family-friendly neighborhood with good schools. Welcome to this appealing property with ample storage and closet space. An inviting residence offering fresh interior paint and new carpet. The property sits on a private lot in an established neighborhood. Located in the south end area with easy access to major highways.",192571
2,1,1191,0.1,2013,3,2,2,6.6,3.99,10.6,0,1,162618,6,"The property includes open floor plan with abundant natural light and sits on an appealing lot. A move-in ready residence offering convenient location near shops and restaurants. Featuring ample storage and closet space, this move-in ready home is perfect for families. Welcome to this move-in ready property with recently updated kitchen and bathrooms. Don't miss this attractive opportunity with quiet tree-lined street. Located in the central area with easy access to major highways. The home has five bedrooms and three bathrooms.",186016
3,4,1152,0.65,1977,1,1,1,4.8,5.47,22.6,0,0,71138,26,"The home needs work but provides sold strictly as-is condition. Don't overlook this convenient opportunity featuring sold strictly as-is condition. Attention investors: practical property with large lot with future development potential. A solid home with motivated seller offering below market value. This practical property offers cosmetic updates needed throughout. Priced to sell, this affordable home has price reduced for a quick sale. The home needs work but provides ideal for investors or first-time homebuyers. An economical home with ideal for investors or first-time homebuyers. Don't overlook this convenient opportunity featuring sold strictly as-is condition. Close to parks, shopping, and public transportation options. The home has two bedrooms and two and a half bathrooms.",81770
1,1,1286,0.32,1969,1,3,4,7.4,2.21,3.8,0,0,176203,38,"Don't miss this well-maintained opportunity with convenient location near shops and restaurants. Featuring quiet tree-lined street, this delightful home is perfect for families. The property includes separate dining room and living area and sits on a comfortable lot. Featuring separate dining room and living area, this delightful home is perfect for families. The property includes new roof installed within the last five years and sits on a move-in ready lot. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",188715
3,3,1490,0.59,1964,0,2,2,5.8,3.55,3.1,1,1,108890,12,"Attention investors: compact property with cosmetic updates needed throughout. An economical home with motivated seller offering below market value. Attention investors: compact property with price reduced for a quick sale. Priced to sell, this cozy home has great location despite needing some TLC. Don't overlook this cozy opportunity featuring a true handyman special. Located in the suburban area with easy access to major highways. The property sits on a standard-sized lot in an established neighborhood.",152035
1,1,881,0.21,1926,0,0,2,3.8,5.61,4.5,0,0,59058,51,"Don't overlook this solid opportunity featuring price reduced for a quick sale. This compact property offers cosmetic updates needed throughout. Don't overlook this economical opportunity featuring tremendous potential for the right buyer. This solid property offers solid bones and a good structural foundation. The home needs work but provides sold strictly as-is condition. Priced to sell, this practical home has a true handyman special. A convenient home with cosmetic updates needed throughout. The home needs work but provides motivated seller offering below market value. Minutes from downtown with a straightforward commute. The property sits on a standard-sized lot in an established neighborhood.",80000
5,5,1989,0.2,2007,2,2,1,6.3,4.89,1.7,0,0,188958,24,"A delightful residence offering open floor plan with abundant natural light. Don't miss this inviting opportunity with ample storage and closet space. Featuring fresh interior paint and new carpet, this appealing home is perfect for families. The property sits on a standard-sized lot in an established neighborhood. Located in the south end area with easy access to major highways.",240942
4,4,2132,0.32,2009,1,0,1,6.5,8.33,2.8,0,1,195957,52,"Don't miss this comfortable opportunity with recently updated kitchen and bathrooms. The property includes fresh interior paint and new carpet and sits on a move-in ready lot. Featuring family-friendly neighborhood with good schools, this delightful home is perfect for families. A delightful residence offering recently updated kitchen and bathrooms. Featuring open floor plan with abundant natural light, this delightful home is perfect for families. This move-in ready home features convenient location near shops and restaurants. The property includes open floor plan with abundant natural light and sits on a delightful lot. The home has three bedrooms and two bathrooms. Close to parks, shopping, and public transportation options.",241683
5,6,1943,0.33,1974,2,1,1,7.0,5.29,10.6,0,1,207988,16,"An updated residence offering open floor plan with abundant natural light. Featuring new roof installed within the last five years, this delightful home is perfect for families. A spacious residence offering open floor plan with abundant natural light. Don't miss this delightful opportunity with new roof installed within the last five years. The property includes convenient location near shops and restaurants and sits on an updated lot. Don't miss this comfortable opportunity with recently updated kitchen and bathrooms. Featuring quiet tree-lined street, this delightful home is perfect for families. Close to parks, shopping, and public transportation options. The home has two bedrooms and three bathrooms. Close to parks, shopping, and public transportation options.",242406
5,6,1991,0.26,1998,1,2,1,7.1,6.99,2.5,0,0,195363,9,"An updated residence offering large fenced backyard. The property includes recently updated kitchen and bathrooms and sits on a delightful lot. This updated home features convenient location near shops and restaurants. The property includes ample storage and closet space and sits on a comfortable lot. Featuring ample storage and closet space, this comfortable home is perfect for families. Welcome to this updated property with quiet tree-lined street. The property includes separate dining room and living area and sits on a well-maintained lot. This inviting home features fresh interior paint and new carpet. The home has three bedrooms and one bathrooms. The property sits on a well-landscaped lot in an established neighborhood.",209178
