product_type,company_size,prior_complaints_against_company,consumer_age_bracket,state_regulatory_strictness,days_since_incident,monetary_loss_reported,company_response_time_days,previously_disputed,is_repeat_complaint,submission_channel,complaint_narrative,severity
5,1,4,1,2,17,238.5,32.9,0,0,1,I suspect unauthorized account access involving my bank account account. My student loan was refused to correct the error without proper notification or justification. I am experiencing serious damage to my creditworthiness as a result of the company's failure to process my payment correctly. I received an account closure notice even though I have made every payment on time. My account number ends in 4521. Please investigate this issue and take appropriate action.,High
4,2,1,0,3,64,22.82,5.7,0,0,0,I noticed a slight overcharge on my recent bank account statement. A small unfamiliar charge of a few dollars appeared on my account and I need clarification. I noticed a small billing discrepancy on my recent bank account statement. There was a slight overcharge that I would like to understand better. Could someone explain the automatic payment settings associated with my bank account?. I have attached supporting documentation for your review. My account number ends in 2210.,Low
5,0,4,3,1,14,220.38,18.5,0,0,3,A debt collector refused to validate the alleged debt regarding a debt I do not owe. I suspect systematic billing manipulation involving my mortgage account. I received an account closure notice even though I never received the required written notice. I suspect identity theft involving my mortgage account. A debt collector used threatening and abusive language regarding a debt I do not owe. I would appreciate a prompt response to this matter. My account number ends in 2210.,High
1,1,1,4,4,3,230.47,51.2,0,0,1,"Despite multiple attempts, I cannot get a clear answer about my loan terms. I was charged an annual fee that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about my loan terms. The company provided contradictory information about the dispute resolution process. I found an unauthorized charge of $89 on my personal loan. My account number ends in 9954. Please investigate this issue and take appropriate action.",Medium
1,1,1,1,1,25,77.08,1.8,0,0,1,I have a question about automatic payment settings related to my account. A minor minor fee appeared on my account and I need clarification. I was confused by a delayed statement on my last billing cycle. A small delayed statement appeared on my account and I need clarification. There was an unfamiliar charge of a few dollars that I would like to understand better. I have attached supporting documentation for your review. My account number ends in 9954.,Low
1,0,2,0,5,5,1544.78,10.1,1,1,1,A debt collector refused to validate the alleged debt regarding a debt I do not owe. I received a legal action notice even though I have made every payment on time. My credit card was refused to correct the error without proper notification or justification. I am experiencing substantial monetary losses as a result of inaccurate information reported to the credit bureaus. I suspect systematic billing manipulation involving my mortgage account. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,High
5,1,1,0,1,1,37.09,4.7,0,0,1,A small small billing discrepancy appeared on my account and I need clarification. I noticed a delayed statement on my recent checking account statement. I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I have a question about overdraft protection policies related to my account. I was confused by a delayed statement on my last billing cycle. I would appreciate a prompt response to this matter.,Low
2,2,4,0,4,4,6115.67,36.0,0,1,3,The company refused to correct the error despite my repeated objections. I received a legal action notice even though I have made every payment on time. I suspect systematic billing manipulation involving my credit card account. I received a legal action notice even though the statute of limitations has clearly expired. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,High
3,2,1,0,4,26,182.49,6.1,0,0,1,"Despite multiple attempts, I cannot get a clear answer about the interest rate change. I was charged an annual fee that I believe was applied incorrectly. The company provided contradictory information about the penalty structure. My auto loan account shows an incorrect late fee and customer service has been unhelpful. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I was charged an annual fee that I believe was applied incorrectly. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.",Medium
4,2,3,3,3,122,2.98,5.1,0,0,3,Could someone explain the automatic payment settings associated with my savings account? A small unfamiliar charge of a few dollars appeared on my account and I need clarification. Could someone explain the the fee structure associated with my credit card?. Please investigate this issue and take appropriate action. My account number ends in 8837.,Low
4,1,0,3,3,93,14.36,8.9,0,1,0,I received a fee schedule and the posted amount seems incorrect. I was confused by a delayed statement on my last billing cycle. Could someone explain the automatic payment settings associated with my checking account?. I would appreciate a prompt response to this matter. My account number ends in 4521.,Low
4,0,0,4,4,48,212.32,4.5,1,0,1,I found an unauthorized charge of $75 on my auto loan. I have called three times to resolve an inaccurate balance but the problem persists. My personal loan account shows an incorrect late fee and customer service has been unhelpful. I was charged a late fee that I believe was applied incorrectly. I found an unauthorized charge of $47 on my personal loan. Please investigate this issue and take appropriate action. I am submitting this complaint through the federal portal.,Medium
2,2,4,1,1,6,2213.06,14.5,1,1,2,I am experiencing substantial monetary losses as a result of the wrongful denial of my legitimate claim. My credit card was continued reporting inaccurate information without proper notification or justification. I suspect systematic billing manipulation involving my credit card account. The company denied my application despite my repeated objections. I am experiencing an inability to access my own funds as a result of the wrongful denial of my legitimate claim. I received a foreclosure notice even though the underlying debt was already resolved. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,High
5,2,5,0,2,102,220.24,4.0,0,0,2,"I was charged an overdraft charge that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about the interest rate change. I am disputing an annual fee because I made the payment on time. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I have called several times to resolve a disputed charge but the problem persists. I found an unauthorized charge of $89 on my credit card. I am submitting this complaint through the consumer portal.",Medium
4,2,6,2,3,2,1226.53,5.4,1,0,0,I am experiencing serious damage to my creditworthiness as a result of the wrongful denial of my legitimate claim. The company continued reporting inaccurate information despite my repeated objections. My credit score has been negatively affected due to inaccurate information reported to the credit bureaus. My bank account was froze my account without proper notification or justification. My credit score has been negatively affected due to unauthorized changes to my account terms. I am submitting this complaint through the online portal. My account number ends in 8837.,High
1,0,7,2,1,10,1350.58,11.8,1,0,3,My bank account was denied my application without proper notification or justification. The company refused to correct the error despite my repeated objections. I received an account closure notice even though the underlying debt was already resolved. My credit score has been negatively affected due to the wrongful denial of my legitimate claim. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,High
4,1,0,3,1,1,21.46,4.9,0,0,1,I noticed a delayed statement on my recent credit card statement. Could someone explain the automatic payment settings associated with my checking account? I noticed a minor fee on my recent checking account statement. There was an unfamiliar charge of a few dollars that I would like to understand better. Could someone explain the overdraft protection policies associated with my bank account?. I am submitting this complaint through the online portal. Please investigate this issue and take appropriate action.,Low
5,1,10,0,3,7,14057.42,23.9,1,0,3,This appears to be a case of abusive account practices that affects hundreds of affected consumers in my community. The deceptive lending I experienced appears to be consistent with previous enforcement actions against this company. I am filing this complaint under the Fair Debt Collection Practices Act due to knowing violation of cease-and-desist orders. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,Critical
1,1,1,2,2,119,13.25,2.9,0,0,3,An insignificant minor fee appeared on my account and I need clarification. Could someone explain the my interest rate associated with my credit card? I have a question about my interest rate related to my account. I was confused by a slight overcharge on my last billing cycle. A small duplicate line item appeared on my account and I need clarification. My account number ends in 8837. Please investigate this issue and take appropriate action.,Low
3,0,2,0,1,148,25.29,7.3,0,0,3,I was confused by a minor fee on my last billing cycle. I have a question about my interest rate related to my account. A trivial slight overcharge appeared on my account and I need clarification. Could someone explain the my interest rate associated with my savings account? I was confused by a delayed statement on my last billing cycle. I would appreciate a prompt response to this matter. My account number ends in 4521.,Low
0,0,0,0,5,84,47.45,3.1,0,0,3,Evidence suggests systematic consumer fraud across numerous borrowers who have filed similar complaints. The company's deliberate falsification of account records constitutes a violation of the Fair Credit Reporting Act. I am reporting abusive account practices that has caused irreparable harm to the credit histories of vulnerable consumers. Evidence suggests discriminatory lending practices across numerous borrowers who have filed similar complaints. I am filing this complaint under the Fair Credit Reporting Act due to systematic refusal to provide required disclosures.,Low
2,2,1,1,4,116,31.26,1.8,0,0,0,I noticed a slight overcharge on my recent savings account statement. An insignificant formatting error appeared on my account and I need clarification. Could someone explain the automatic payment settings associated with my savings account? I noticed a delayed statement on my recent credit card statement. A small duplicate line item appeared on my account and I need clarification. I am submitting this complaint through the online portal. My account number ends in 6693.,Low
3,0,1,2,2,178,13.64,5.9,0,0,2,I received a monthly statement and the fee description seems incorrect. I noticed a slight overcharge on my recent savings account statement. There was a minor fee that I would like to understand better. Could someone explain the my interest rate associated with my checking account? I noticed a slight overcharge on my recent bank account statement. Please investigate this issue and take appropriate action. I am submitting this complaint through the regulatory portal.,Low
0,2,1,4,4,16,98.38,7.4,0,0,3,I was confused by a delayed statement on my last billing cycle. Could someone explain the overdraft protection policies associated with my credit card? I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I received a monthly statement and the fee description seems incorrect. Please investigate this issue and take appropriate action. My account number ends in 6693.,Low
1,2,1,3,5,14,72.76,15.8,1,0,1,I received a fee schedule and the transaction date seems incorrect. An insignificant delayed statement appeared on my account and I need clarification. I was confused by a formatting error on my last billing cycle. A minor minor fee appeared on my account and I need clarification. I have a question about automatic payment settings related to my account. My account number ends in 9954. I would appreciate a prompt response to this matter.,Low
3,0,2,2,3,10,191.91,1.9,0,0,1,I received an account summary and the posted amount seems incorrect. I have a question about overdraft protection policies related to my account. There was a slight overcharge that I would like to understand better. My account number ends in 3301. I am submitting this complaint through the online portal.,Low
5,1,3,2,3,59,68.35,5.9,0,0,2,The company provided confusing information about the interest rate change. My auto loan account shows an inaccurate balance and customer service has been unhelpful. I was charged a late fee that I believe was applied incorrectly. The company provided contradictory information about my loan terms. I have called four times to resolve an inaccurate balance but the problem persists. I am disputing a late fee because the terms were not clearly disclosed. I have attached supporting documentation for your review. My account number ends in 9954.,Medium
2,0,1,2,1,8,345.97,41.4,0,0,1,"My credit card account shows a disputed charge and customer service has been unhelpful. I found an unauthorized charge of $75 on my bank account. I was charged a late fee that I believe was applied incorrectly. My personal loan account shows a disputed charge and customer service has been unhelpful. I am disputing a late fee because I was never notified of the policy change. Despite multiple attempts, I cannot get a clear answer about my loan terms. Please investigate this issue and take appropriate action. My account number ends in 9954.",Medium
3,1,6,0,4,5,346.7,5.1,1,1,3,My student loan was continued reporting inaccurate information without proper notification or justification. I received an account closure notice even though I never received the required written notice. I suspect unauthorized account access involving my bank account account. A debt collector used threatening and abusive language regarding a debt I do not owe. I received an account closure notice even though the underlying debt was already resolved. Please investigate this issue and take appropriate action. I am submitting this complaint through the federal portal.,High
5,1,1,4,1,74,12.41,9.8,0,0,2,Could someone explain the my interest rate associated with my savings account? I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I noticed a minor fee on my recent credit card statement. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Low
2,0,1,3,4,9,39.12,8.2,1,0,0,I found an unauthorized charge of $200 on my personal loan. My bank account account shows a wrongful penalty and customer service has been unhelpful. I found an unauthorized charge of $89 on my personal loan. I have called multiple times to resolve a wrongful penalty but the problem persists. I would appreciate a prompt response to this matter. My account number ends in 3301.,Medium
4,2,0,3,3,40,604.57,12.2,1,0,3,"I am disputing a late fee because the terms were not clearly disclosed. The company provided contradictory information about the dispute resolution process. Despite multiple attempts, I cannot get a clear answer about my loan terms. I found an unauthorized charge of $125 on my personal loan. Please investigate this issue and take appropriate action.",Medium
1,0,2,1,2,14,1080.27,21.1,0,1,3,My bank account was froze my account without proper notification or justification. I received a wage garnishment notice even though the statute of limitations has clearly expired. I suspect identity theft involving my mortgage account. My credit score has been negatively affected due to inaccurate information reported to the credit bureaus. I am experiencing an inability to access my own funds as a result of unauthorized changes to my account terms. I have attached supporting documentation for your review. My account number ends in 3301.,High
0,1,3,3,5,121,13.17,13.6,0,0,3,I noticed an unfamiliar charge of a few dollars on my recent credit card statement. Could someone explain the the fee structure associated with my credit card? I received a fee schedule and the posted amount seems incorrect. I am submitting this complaint through the federal portal. I have attached supporting documentation for your review.,Low
4,0,3,0,4,31,401.38,6.6,0,0,3,My auto loan account shows a wrongful penalty and customer service has been unhelpful. I have called four times to resolve an incorrect late fee but the problem persists. I am disputing a service charge because the terms were not clearly disclosed. The company provided misleading information about the interest rate change. I would appreciate a prompt response to this matter. Please investigate this issue and take appropriate action.,Medium
3,0,3,1,2,35,142.78,33.2,0,1,0,My mortgage was denied my application without proper notification or justification. A debt collector contacted my employer without authorization regarding a debt I do not owe. I am experiencing an inability to access my own funds as a result of inaccurate information reported to the credit bureaus. A debt collector refused to validate the alleged debt regarding a debt I do not owe. My bank account was continued reporting inaccurate information without proper notification or justification. I am submitting this complaint through the federal portal. I would appreciate a prompt response to this matter.,High
5,0,8,0,1,25,3486.83,32.9,0,0,2,My credit card was froze my account without proper notification or justification. I suspect unauthorized account access involving my student loan account. A debt collector used threatening and abusive language regarding a debt I do not owe. My bank account was continued reporting inaccurate information without proper notification or justification. Please investigate this issue and take appropriate action. I am submitting this complaint through the regulatory portal.,High
5,1,4,1,2,7,641.52,15.5,1,0,1,A debt collector contacted my employer without authorization regarding a debt I do not owe. My credit score has been negatively affected due to the company's failure to process my payment correctly. I suspect fraudulent activity involving my student loan account. I am experiencing significant financial hardship as a result of the wrongful denial of my legitimate claim. I received a legal action notice even though I have made every payment on time. Please investigate this issue and take appropriate action. I am submitting this complaint through the regulatory portal.,High
4,2,5,4,2,26,2359.85,17.3,1,0,2,I believe the company engaged in systematic consumer fraud targeting non-English-speaking immigrants. I am reporting predatory servicing that has caused devastating financial consequences for dozens of families. This appears to be a case of predatory servicing that affects a widespread pattern across multiple states. I am filing this complaint under the Truth in Lending Act due to systematic refusal to provide required disclosures. This appears to be a case of unfair debt collection that affects a widespread pattern across multiple states. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Critical
2,0,3,0,4,8,436.47,20.7,0,0,0,The company provided contradictory information about the dispute resolution process. I was charged an overdraft charge that I believe was applied incorrectly. I am disputing an overdraft charge because I made the payment on time. My bank account account shows an inaccurate balance and customer service has been unhelpful. I have attached supporting documentation for your review. I am submitting this complaint through the online portal.,Medium
4,2,0,0,5,42,8.5,1.1,0,0,2,I noticed an unfamiliar charge of a few dollars on my recent bank account statement. Could someone explain the overdraft protection policies associated with my credit card? I noticed a small billing discrepancy on my recent savings account statement. I am submitting this complaint through the online portal. Please investigate this issue and take appropriate action.,Low
1,2,2,2,1,11,97.94,12.9,0,0,0,I am experiencing serious damage to my creditworthiness as a result of the wrongful denial of my legitimate claim. I suspect identity theft involving my student loan account. I received a wage garnishment notice even though the statute of limitations has clearly expired. A debt collector used threatening and abusive language regarding a debt I do not owe. I received a legal action notice even though I have made every payment on time. My account number ends in 9954. Please investigate this issue and take appropriate action.,High
4,0,1,2,1,15,334.74,13.4,1,0,1,"Despite multiple attempts, I cannot get a clear answer about my loan terms. I have called several times to resolve an inaccurate balance but the problem persists. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. My account number ends in 9954. I would appreciate a prompt response to this matter.",Medium
1,1,2,1,4,7,100.86,4.4,0,0,1,"I have called several times to resolve an inaccurate balance but the problem persists. The company provided confusing information about my loan terms. I am disputing an annual fee because I was never notified of the policy change. Despite multiple attempts, I cannot get a clear answer about the penalty structure. I would appreciate a prompt response to this matter. I have attached supporting documentation for your review.",Medium
4,0,1,0,5,88,4.95,3.9,0,0,0,There was an unfamiliar charge of a few dollars that I would like to understand better. I received a monthly statement and the fee description seems incorrect. Could someone explain the automatic payment settings associated with my checking account? I have a question about my interest rate related to my account. I have attached supporting documentation for your review. My account number ends in 8837.,Low
5,2,1,1,2,41,175.91,5.1,0,0,2,I noticed an unfamiliar charge of a few dollars on my recent savings account statement. I received an account summary and the balance seems incorrect. I have a question about my interest rate related to my account. There was a small billing discrepancy that I would like to understand better. I was confused by a small billing discrepancy on my last billing cycle. I am submitting this complaint through the online portal. I would appreciate a prompt response to this matter.,Low
2,1,7,2,3,6,384.03,51.9,1,0,3,I received a legal action notice even though the underlying debt was already resolved. I am experiencing substantial monetary losses as a result of inaccurate information reported to the credit bureaus. I received a foreclosure notice even though the statute of limitations has clearly expired. My student loan was continued reporting inaccurate information without proper notification or justification. My credit score has been significantly harmed due to the wrongful denial of my legitimate claim. I am submitting this complaint through the regulatory portal. Please investigate this issue and take appropriate action.,High
1,1,6,2,2,3,944.53,6.5,1,0,3,A debt collector contacted my employer without authorization regarding a debt I do not owe. I am experiencing serious damage to my creditworthiness as a result of inaccurate information reported to the credit bureaus. I received an account closure notice even though the underlying debt was already resolved. My account number ends in 3301. Please investigate this issue and take appropriate action.,High
5,2,7,3,3,27,1871.02,24.4,0,1,0,This appears to be a case of unfair debt collection that affects numerous borrowers who have filed similar complaints. Evidence suggests discriminatory lending practices across a widespread pattern across multiple states. I am filing this complaint under UDAAP provisions under Dodd-Frank due to systematic refusal to provide required disclosures. My account number ends in 9954. Please investigate this issue and take appropriate action. My account number ends in 4521.,Critical
2,0,5,4,2,2,3663.37,46.8,0,1,0,A debt collector used threatening and abusive language regarding a debt I do not owe. My credit card was denied my application without proper notification or justification. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. I am experiencing significant financial hardship as a result of the wrongful denial of my legitimate claim. My student loan was denied my application without proper notification or justification. I suspect systematic billing manipulation involving my bank account account. I would appreciate a prompt response to this matter. I have attached supporting documentation for your review.,High
1,2,0,4,3,151,49.29,5.1,0,0,1,A small small billing discrepancy appeared on my account and I need clarification. Could someone explain the my interest rate associated with my savings account? I noticed a formatting error on my recent credit card statement. I have a question about the rewards program related to my account. A trivial formatting error appeared on my account and I need clarification. I would appreciate a prompt response to this matter. I am submitting this complaint through the consumer portal.,Low
1,1,1,0,4,59,296.88,33.2,1,0,1,My credit score has been significantly harmed due to the wrongful denial of my legitimate claim. I received an account closure notice even though the statute of limitations has clearly expired. My bank account was froze my account without proper notification or justification. My credit score has been severely damaged due to unauthorized changes to my account terms. A debt collector used threatening and abusive language regarding a debt I do not owe. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,High
1,2,10,3,3,3,11723.65,10.4,1,0,3,The discriminatory pricing I experienced appears to be consistent with previous enforcement actions against this company. I am filing this complaint under UDAAP provisions under Dodd-Frank due to systematic refusal to provide required disclosures. Evidence suggests elder financial abuse across numerous borrowers who have filed similar complaints. This appears to be a case of unfair debt collection that affects hundreds of affected consumers in my community. The company's knowing violation of cease-and-desist orders constitutes a violation of the Fair Credit Reporting Act. I would appreciate a prompt response to this matter. I have attached supporting documentation for your review.,Critical
1,1,3,4,5,95,1687.21,15.2,0,0,3,An insignificant duplicate line item appeared on my account and I need clarification. I received a fee schedule and the transaction date seems incorrect. I have a question about my interest rate related to my account. An insignificant delayed statement appeared on my account and I need clarification.,High
0,2,12,3,1,6,1064.02,90.0,1,0,2,The abusive account practices I experienced appears to be consistent with previous enforcement actions against this company. This appears to be a case of abusive account practices that affects hundreds of affected consumers in my community. I believe the company engaged in deliberate regulatory violations targeting low-income families with limited financial literacy. The abusive account practices I experienced appears to be indicative of a company-wide compliance failure. I am filing this complaint under the Fair Credit Reporting Act due to repeated targeting of protected classes. My account number ends in 9954. Please investigate this issue and take appropriate action.,Critical
2,0,2,2,5,12,166.7,16.0,0,0,1,The company provided incomplete information about the dispute resolution process. My auto loan account shows an incorrect late fee and customer service has been unhelpful. I am disputing a service charge because the charge does not match my records. I have called multiple times to resolve a wrongful penalty but the problem persists. My credit card account shows an incorrect late fee and customer service has been unhelpful. The company provided misleading information about the dispute resolution process. My account number ends in 3301. I would appreciate a prompt response to this matter.,Medium
2,0,4,0,2,26,15.99,5.9,0,1,2,I received a monthly statement and the posted amount seems incorrect. I have a question about my interest rate related to my account. I noticed a minor fee on my recent checking account statement. I have a question about my interest rate related to my account. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Low
2,1,0,4,5,47,5.57,9.6,1,0,0,My bank account account shows a wrongful penalty and customer service has been unhelpful. I am disputing an overdraft charge because the charge does not match my records. I have called four times to resolve a wrongful penalty but the problem persists. The company provided confusing information about my loan terms. My personal loan account shows an inaccurate balance and customer service has been unhelpful. I was charged a service charge that I believe was applied incorrectly. Please investigate this issue and take appropriate action. I am submitting this complaint through the consumer portal.,Medium
3,1,0,1,1,53,99.77,3.1,0,0,0,I noticed a slight overcharge on my recent savings account statement. I received an account summary and the fee description seems incorrect. Could someone explain the my interest rate associated with my checking account? I received a fee schedule and the posted amount seems incorrect. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Low
2,0,4,2,3,37,71.21,25.9,0,0,1,I am disputing an overdraft charge because I made the payment on time. I found an unauthorized charge of $125 on my bank account. I was charged an overdraft charge that I believe was applied incorrectly. My account number ends in 3301. I would appreciate a prompt response to this matter.,Medium
4,0,1,1,1,72,4.49,4.0,0,0,0,I noticed a minor fee on my recent checking account statement. There was a duplicate line item that I would like to understand better. I have a question about automatic payment settings related to my account. I noticed a small billing discrepancy on my recent checking account statement. I received a fee schedule and the fee description seems incorrect. Please investigate this issue and take appropriate action. I am submitting this complaint through the online portal.,Low
1,2,3,0,4,8,55.51,9.1,0,0,3,"Despite multiple attempts, I cannot get a clear answer about my loan terms. I have called multiple times to resolve a wrongful penalty but the problem persists. I found an unauthorized charge of $350 on my auto loan. I was charged a service charge that I believe was applied incorrectly. I have called four times to resolve an incorrect late fee but the problem persists. I am disputing an overdraft charge because I made the payment on time. I would appreciate a prompt response to this matter.",Medium
0,1,1,1,5,33,163.68,1.2,0,0,2,A small formatting error appeared on my account and I need clarification. I noticed a small billing discrepancy on my recent checking account statement. I received an annual notice and the transaction date seems incorrect. I have a question about my interest rate related to my account. Could someone explain the automatic payment settings associated with my credit card?. I have attached supporting documentation for your review. My account number ends in 4521.,Low
1,2,6,4,5,86,88.34,8.2,0,0,2,I am disputing an annual fee because I made the payment on time. My bank account account shows a disputed charge and customer service has been unhelpful. I found an unauthorized charge of $200 on my auto loan. I have called several times to resolve an inaccurate balance but the problem persists. I am submitting this complaint through the regulatory portal.,Medium
4,1,5,1,3,2,22.05,3.9,1,0,2,"I was charged an annual fee that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about my loan terms. My auto loan account shows an incorrect late fee and customer service has been unhelpful. The company provided misleading information about the penalty structure. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.",Medium
3,0,7,0,5,19,9558.91,45.7,0,1,1,Evidence suggests deceptive loan origination practices across numerous borrowers who have filed similar complaints. I am reporting deceptive lending that has caused devastating financial consequences for dozens of families. Evidence suggests elder financial abuse across a widespread pattern across multiple states. I am filing this complaint under the Truth in Lending Act due to deliberate falsification of account records. I am submitting this complaint through the federal portal. I would appreciate a prompt response to this matter.,Critical
2,1,1,1,2,41,3.17,2.5,0,0,2,I received an annual notice and the fee description seems incorrect. I have a question about overdraft protection policies related to my account. I was confused by a slight overcharge on my last billing cycle. An insignificant unfamiliar charge of a few dollars appeared on my account and I need clarification. Could someone explain the my interest rate associated with my credit card?. Please investigate this issue and take appropriate action. My account number ends in 2210.,Low
5,2,2,1,4,1,162.34,30.2,1,0,3,The abusive account practices I experienced appears to be part of a broader systemic issue across the industry. I am filing this complaint under the Fair Credit Reporting Act due to knowing violation of cease-and-desist orders. The company's deliberate falsification of account records constitutes a violation of the Fair Debt Collection Practices Act. Evidence suggests deliberate regulatory violations across an entire class of vulnerable account holders.,Medium
1,0,3,3,4,18,49.12,15.1,0,1,1,The company provided misleading information about my loan terms. My credit card account shows an incorrect late fee and customer service has been unhelpful. I was charged a late fee that I believe was applied incorrectly. The company provided confusing information about the dispute resolution process. My account number ends in 8837. I would appreciate a prompt response to this matter.,Medium
4,0,1,2,2,35,108.7,1.1,0,0,2,I received an account summary and the fee description seems incorrect. Could someone explain the overdraft protection policies associated with my savings account? I was confused by a duplicate line item on my last billing cycle. An insignificant minor fee appeared on my account and I need clarification. Could someone explain the the rewards program associated with my checking account?. Please investigate this issue and take appropriate action. I am submitting this complaint through the regulatory portal.,Low
3,1,7,3,3,14,722.8,15.8,1,0,2,My credit score has been severely damaged due to the wrongful denial of my legitimate claim. I am experiencing substantial monetary losses as a result of inaccurate information reported to the credit bureaus. I received a foreclosure notice even though I never received the required written notice. My credit score has been negatively affected due to inaccurate information reported to the credit bureaus. My credit card was froze my account without proper notification or justification. The company continued reporting inaccurate information despite my repeated objections. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,High
5,1,5,2,2,37,1076.63,36.0,0,0,0,A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. The company continued reporting inaccurate information despite my repeated objections. I received a legal action notice even though I never received the required written notice. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. I have attached supporting documentation for your review. I am submitting this complaint through the online portal.,High
3,1,6,3,2,28,4012.91,11.5,0,1,1,The company froze my account despite my repeated objections. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. I received a foreclosure notice even though I never received the required written notice. My bank account was froze my account without proper notification or justification. I received a legal action notice even though I have made every payment on time. I would appreciate a prompt response to this matter.,High
1,0,6,4,3,8,2145.64,15.3,0,0,3,I suspect identity theft involving my student loan account. My bank account was refused to correct the error without proper notification or justification. I am experiencing an inability to access my own funds as a result of the company's failure to process my payment correctly. The company denied my application despite my repeated objections. My account number ends in 4521. Please investigate this issue and take appropriate action.,High
5,2,7,3,2,9,7856.15,71.1,1,0,0,My student loan was denied my application without proper notification or justification. I am experiencing significant financial hardship as a result of inaccurate information reported to the credit bureaus. I suspect unauthorized account access involving my credit card account. A debt collector contacted my employer without authorization regarding a debt I do not owe. My student loan was continued reporting inaccurate information without proper notification or justification. My account number ends in 8837. Please investigate this issue and take appropriate action.,High
4,0,0,3,4,3,38.61,2.7,0,0,0,There was a duplicate line item that I would like to understand better. I have a question about my interest rate related to my account. A trivial delayed statement appeared on my account and I need clarification. I received a monthly statement and the fee description seems incorrect. I noticed a formatting error on my recent savings account statement. I am submitting this complaint through the consumer portal. My account number ends in 4521.,Low
2,1,4,2,1,7,1203.18,8.3,1,1,1,My bank account was froze my account without proper notification or justification. The company refused to correct the error despite my repeated objections. I received a foreclosure notice even though I have made every payment on time. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. My credit score has been severely damaged due to the company's failure to process my payment correctly. I have attached supporting documentation for your review. My account number ends in 2210.,High
5,0,2,4,4,43,18.92,6.1,0,0,0,I have a question about overdraft protection policies related to my account. I noticed a slight overcharge on my recent credit card statement. I received an account summary and the fee description seems incorrect. A small duplicate line item appeared on my account and I need clarification. I would appreciate a prompt response to this matter. I am submitting this complaint through the online portal.,Low
2,2,0,3,2,25,252.12,28.0,1,1,2,"I was charged an overdraft charge that I believe was applied incorrectly. I found an unauthorized charge of $75 on my personal loan. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I have called three times to resolve a disputed charge but the problem persists. Please investigate this issue and take appropriate action. I am submitting this complaint through the regulatory portal.",Medium
3,1,3,2,4,68,149.7,10.1,1,0,1,"The company provided confusing information about the penalty structure. Despite multiple attempts, I cannot get a clear answer about the penalty structure. I have called multiple times to resolve an incorrect late fee but the problem persists. The company provided incomplete information about the penalty structure. I am disputing an overdraft charge because the terms were not clearly disclosed. I am submitting this complaint through the federal portal. Please investigate this issue and take appropriate action.",Medium
4,1,5,4,3,2,36599.95,15.2,1,1,3,I believe the company engaged in deliberate regulatory violations targeting non-English-speaking immigrants. The predatory servicing I experienced appears to be consistent with previous enforcement actions against this company. This appears to be a case of unfair debt collection that affects numerous borrowers who have filed similar complaints. Evidence suggests elder financial abuse across an entire class of vulnerable account holders. My account number ends in 8837. Please investigate this issue and take appropriate action.,Critical
0,0,0,2,4,29,37.39,1.0,0,0,0,I noticed an unfamiliar charge of a few dollars on my recent savings account statement. I was confused by a formatting error on my last billing cycle. I have a question about the rewards program related to my account. I would appreciate a prompt response to this matter. Please investigate this issue and take appropriate action.,Low
2,0,2,3,5,5,423.32,6.4,1,0,3,I was charged an overdraft charge that I believe was applied incorrectly. I have called four times to resolve an incorrect late fee but the problem persists. My bank account account shows a wrongful penalty and customer service has been unhelpful. The company provided misleading information about the dispute resolution process. I am disputing a late fee because I was never notified of the policy change. I have called four times to resolve a wrongful penalty but the problem persists. My account number ends in 4521. I would appreciate a prompt response to this matter.,Medium
